loss,accuracy,0 true,1 true,conv_layers,conv_nodes,dense_layers,dense_nodes,optimizer,loss_function,epoch,batch_size
0.465995,0.7742000222206116,1850,2021,3,10,2,32,adam,binary_crossentropy,10,128
0.076414,0.7753999829292297,1928,1949,3,10,2,32,adam,huber_loss,10,128
0.465468,0.7749999761581421,1963,1912,3,10,2,32,Nadam,binary_crossentropy,10,128
0.078666,0.7692000269889832,2049,1797,3,10,2,32,Nadam,huber_loss,10,128
0.481382,0.7721999883651733,2024,1837,3,10,2,32,adam,binary_crossentropy,10,64
0.077165,0.771399974822998,1876,1981,3,10,2,32,adam,huber_loss,10,64
0.468615,0.7730000019073486,1911,1954,3,10,2,32,Nadam,binary_crossentropy,10,64
0.076562,0.7735999822616577,1874,1994,3,10,2,32,Nadam,huber_loss,10,64
0.457488,0.7807999849319458,1938,1966,3,10,2,64,adam,binary_crossentropy,10,128
0.076002,0.776199996471405,1988,1893,3,10,2,64,adam,huber_loss,10,128
0.455556,0.782800018787384,1974,1940,3,10,2,64,Nadam,binary_crossentropy,10,128
0.074789,0.7767999768257141,1830,2054,3,10,2,64,Nadam,huber_loss,10,128
0.454994,0.7771999835968018,1892,1994,3,10,2,64,adam,binary_crossentropy,10,64
0.074767,0.7803999781608582,1917,1985,3,10,2,64,adam,huber_loss,10,64
0.460044,0.7721999883651733,1830,2031,3,10,2,64,Nadam,binary_crossentropy,10,64
0.075269,0.7811999917030334,1935,1971,3,10,2,64,Nadam,huber_loss,10,64
0.454597,0.7764000296592712,1896,1986,3,10,3,128,adam,binary_crossentropy,10,128
0.076152,0.7784000039100647,1991,1901,3,10,3,128,adam,huber_loss,10,128
0.447197,0.7878000140190125,1904,2035,3,10,3,128,Nadam,binary_crossentropy,10,128
0.072668,0.7925999760627747,1943,2020,3,10,3,128,Nadam,huber_loss,10,128
0.459087,0.7835999727249146,1950,1968,3,10,3,128,adam,binary_crossentropy,10,64
0.074383,0.7821999788284302,1843,2068,3,10,3,128,adam,huber_loss,10,64
0.462661,0.7838000059127808,2040,1879,3,10,3,128,Nadam,binary_crossentropy,10,64
0.075397,0.782800018787384,1950,1964,3,10,3,128,Nadam,huber_loss,10,64
0.478933,0.7681999802589417,1894,1947,3,10,3,32,adam,binary_crossentropy,10,128
0.078137,0.771399974822998,1983,1874,3,10,3,32,adam,huber_loss,10,128
0.478746,0.7694000005722046,2046,1801,3,10,3,32,Nadam,binary_crossentropy,10,128
0.077835,0.772599995136261,1871,1992,3,10,3,32,Nadam,huber_loss,10,128
0.48258,0.7599999904632568,1708,2092,3,10,3,32,adam,binary_crossentropy,10,64
0.080561,0.7627999782562256,1750,2064,3,10,3,32,adam,huber_loss,10,64
0.475825,0.7739999890327454,1866,2004,3,10,3,32,Nadam,binary_crossentropy,10,64
0.076477,0.7734000086784363,2007,1860,3,10,3,32,Nadam,huber_loss,10,64
0.464538,0.777400016784668,1899,1988,3,10,3,64,adam,binary_crossentropy,10,128
0.076611,0.7746000289916992,1994,1879,3,10,3,64,adam,huber_loss,10,128
0.46891,0.7716000080108643,1880,1978,3,10,3,64,Nadam,binary_crossentropy,10,128
0.076081,0.7775999903678894,1996,1892,3,10,3,64,Nadam,huber_loss,10,128
0.462868,0.7788000106811523,1785,2109,3,10,3,64,adam,binary_crossentropy,10,64
0.076051,0.7838000059127808,1949,1970,3,10,3,64,adam,huber_loss,10,64
0.459218,0.781000018119812,1991,1914,3,10,3,64,Nadam,binary_crossentropy,10,64
0.075209,0.7802000045776367,1958,1943,3,10,3,64,Nadam,huber_loss,10,64
0.447631,0.7829999923706055,1979,1936,3,20,1,128,adam,binary_crossentropy,10,128
0.072284,0.7870000004768372,1896,2039,3,20,1,128,adam,huber_loss,10,128
0.449088,0.7901999950408936,1881,2070,3,20,1,128,Nadam,binary_crossentropy,10,128
0.071262,0.7961999773979187,1956,2025,3,20,1,128,Nadam,huber_loss,10,128
0.446499,0.7879999876022339,1911,2029,3,20,1,128,adam,binary_crossentropy,10,64
0.072837,0.7918000221252441,1899,2060,3,20,1,128,adam,huber_loss,10,64
0.442942,0.795199990272522,1946,2030,3,20,1,128,Nadam,binary_crossentropy,10,64
0.071417,0.7955999970436096,1861,2117,3,20,1,128,Nadam,huber_loss,10,64
0.456302,0.7749999761581421,1827,2048,3,20,1,32,adam,binary_crossentropy,10,128
0.074896,0.777400016784668,1811,2076,3,20,1,32,adam,huber_loss,10,128
0.456305,0.782800018787384,1958,1956,3,20,1,32,Nadam,binary_crossentropy,10,128
0.074534,0.7806000113487244,1932,1971,3,20,1,32,Nadam,huber_loss,10,128
0.456349,0.7835999727249146,1895,2023,3,20,1,32,adam,binary_crossentropy,10,64
0.074032,0.7839999794960022,2021,1899,3,20,1,32,adam,huber_loss,10,64
0.452893,0.7864000201225281,1867,2065,3,20,1,32,Nadam,binary_crossentropy,10,64
0.0752,0.7752000093460083,1805,2071,3,20,1,32,Nadam,huber_loss,10,64
0.452558,0.7797999978065491,1962,1937,3,20,1,64,adam,binary_crossentropy,10,128
0.074304,0.7829999923706055,1876,2039,3,20,1,64,adam,huber_loss,10,128
0.452023,0.7860000133514404,1986,1944,3,20,1,64,Nadam,binary_crossentropy,10,128
0.07373,0.7861999869346619,1876,2055,3,20,1,64,Nadam,huber_loss,10,128
0.459024,0.7857999801635742,1950,1979,3,20,1,64,adam,binary_crossentropy,10,64
0.073351,0.7857999801635742,1910,2019,3,20,1,64,adam,huber_loss,10,64
0.451043,0.7875999808311462,1905,2033,3,20,1,64,Nadam,binary_crossentropy,10,64
0.072894,0.7929999828338623,1954,2011,3,20,1,64,Nadam,huber_loss,10,64
0.448305,0.7835999727249146,1901,2017,3,20,2,128,adam,binary_crossentropy,10,128
0.073529,0.7870000004768372,1930,2005,3,20,2,128,adam,huber_loss,10,128
0.447394,0.7853999733924866,1946,1981,3,20,2,128,Nadam,binary_crossentropy,10,128
0.071936,0.7946000099182129,1895,2078,3,20,2,128,Nadam,huber_loss,10,128
0.450215,0.7850000262260437,1956,1969,3,20,2,128,adam,binary_crossentropy,10,64
0.07354,0.7900000214576721,1891,2059,3,20,2,128,adam,huber_loss,10,64
0.45635,0.7878000140190125,1966,1973,3,20,2,128,Nadam,binary_crossentropy,10,64
0.07357,0.7856000065803528,1861,2067,3,20,2,128,Nadam,huber_loss,10,64
0.47152,0.781000018119812,2003,1902,3,20,2,32,adam,binary_crossentropy,10,128
0.075806,0.7820000052452087,1935,1975,3,20,2,32,adam,huber_loss,10,128
0.469291,0.7698000073432922,1677,2172,3,20,2,32,Nadam,binary_crossentropy,10,128
0.074749,0.7785999774932861,1923,1970,3,20,2,32,Nadam,huber_loss,10,128
0.474498,0.7692000269889832,1954,1892,3,20,2,32,adam,binary_crossentropy,10,64
0.076834,0.7767999768257141,1947,1937,3,20,2,32,adam,huber_loss,10,64
0.460528,0.7811999917030334,1957,1949,3,20,2,32,Nadam,binary_crossentropy,10,64
0.079034,0.7684000134468079,1746,2096,3,20,2,32,Nadam,huber_loss,10,64
0.457541,0.7771999835968018,1841,2045,3,20,2,64,adam,binary_crossentropy,10,128
0.075049,0.7839999794960022,2010,1910,3,20,2,64,adam,huber_loss,10,128
0.446136,0.7900000214576721,1935,2015,3,20,2,64,Nadam,binary_crossentropy,10,128
0.074041,0.7825999855995178,1855,2058,3,20,2,64,Nadam,huber_loss,10,128
0.459939,0.7821999788284302,1900,2011,3,20,2,64,adam,binary_crossentropy,10,64
0.073671,0.7864000201225281,1893,2039,3,20,2,64,adam,huber_loss,10,64
0.449901,0.7911999821662903,1949,2007,3,20,2,64,Nadam,binary_crossentropy,10,64
0.073988,0.7878000140190125,1955,1984,3,20,2,64,Nadam,huber_loss,10,64
0.449859,0.7853999733924866,1873,2054,3,20,3,128,adam,binary_crossentropy,10,128
0.074137,0.7850000262260437,1970,1955,3,20,3,128,adam,huber_loss,10,128
0.450947,0.7856000065803528,2012,1916,3,20,3,128,Nadam,binary_crossentropy,10,128
0.07421,0.7807999849319458,1822,2082,3,20,3,128,Nadam,huber_loss,10,128
0.451555,0.7861999869346619,1992,1939,3,20,3,128,adam,binary_crossentropy,10,64
0.074091,0.7842000126838684,1919,2002,3,20,3,128,adam,huber_loss,10,64
0.471826,0.7868000268936157,1877,2057,3,20,3,128,Nadam,binary_crossentropy,10,64
0.075865,0.7785999774932861,1967,1926,3,20,3,128,Nadam,huber_loss,10,64
0.473239,0.7730000019073486,1951,1914,3,20,3,32,adam,binary_crossentropy,10,128
0.077791,0.7684000134468079,1868,1974,3,20,3,32,adam,huber_loss,10,128
0.471019,0.77920001745224,1816,2080,3,20,3,32,Nadam,binary_crossentropy,10,128
0.078039,0.7717999815940857,1945,1914,3,20,3,32,Nadam,huber_loss,10,128
0.471814,0.7684000134468079,1836,2006,3,20,3,32,adam,binary_crossentropy,10,64
0.077866,0.772599995136261,1859,2004,3,20,3,32,adam,huber_loss,10,64
0.477528,0.7764000296592712,1956,1926,3,20,3,32,Nadam,binary_crossentropy,10,64
0.081526,0.7494000196456909,1447,2300,3,20,3,32,Nadam,huber_loss,10,64
0.458654,0.7820000052452087,1922,1988,3,20,3,64,adam,binary_crossentropy,10,128
0.075704,0.7778000235557556,1813,2076,3,20,3,64,adam,huber_loss,10,128
0.460683,0.7785999774932861,1949,1944,3,20,3,64,Nadam,binary_crossentropy,10,128
0.07432,0.7793999910354614,1927,1970,3,20,3,64,Nadam,huber_loss,10,128
0.465043,0.7752000093460083,2007,1869,3,20,3,64,adam,binary_crossentropy,10,64
0.077649,0.7699999809265137,1956,1894,3,20,3,64,adam,huber_loss,10,64
0.462899,0.7749999761581421,1915,1960,3,20,3,64,Nadam,binary_crossentropy,10,64
0.074281,0.7847999930381775,1905,2019,3,20,3,64,Nadam,huber_loss,10,64
0.503004,0.7459999918937683,1785,1945,1,20,1,30,adam,binary_crossentropy,1,64
0.469233,0.7838000059127808,2036,1883,1,20,2,40,adam,binary_crossentropy,20,64
0.466818,0.765999972820282,1872,1958,2,20,1,32,adam,binary_crossentropy,5,32
